PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
308042245,23045588,11,2023-03-25T12:00:00,"800 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,CREDIT CARDS,4106 Access Device Fraud,709,8,2,-79.9426212551707,40.4484592310695
308043497,23045654,99,2023-03-28T18:39:00,"Grant St & Strawberry Way Pittsburgh, PA 15219",N,Central Business District,2,FOUND PROPERTY,9489 Found Property,201,6,6,-79.9954283647207,40.4414539081148
308046871,23045683,99,2023-03-28T19:37:00,"400 Block Ormsby St Pittsburgh, PA 15210",N,Mount Oliver,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1607,3,3,-79.9816232395139,40.412632050652
308048088,23045592,27,2023-03-28T17:11:00,"100 Block S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9876285013227,40.4274625663979
308048947,23045665,6,2023-03-27T18:48:00,"600 Block Science St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1807,,,,
308057294,23045800,10,2023-03-29T01:14:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",Y,Bedford Dwellings,2,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2706 Terroristic Threats.",509,6,3,-79.9742739984904,40.4496143418734
308061408,23045782,4,2023-03-29T04:00:00,"Stanton Ave & Mc Cabe St Pittsburgh, PA 15201",N,Stanton Heights,5,AGG-ASSAULT,2702 Aggravated Assault. / 2705 Recklessly Endangering Another Person. / 901 Criminal Attempt,1005,9,2,-79.9377455511223,40.4813579506003
308090837,23045978,0,2023-03-29T12:30:00,"3400 Block Horne St Pittsburgh, PA 15204",N,Sheraden,6,99,9994 PFA Service,2022,,,,
306987865,23038162,99,2023-03-15T09:45:00,"2400 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,AIDED CASE,9497 Aided Case,509,6,3,-79.9746251362786,40.4498408098275
307155730,23039411,6,2023-03-17T13:05:00,"2100 Block White Hill Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud / 4120 Identity Theft,509,,,,
306378294,23035177,10,2023-03-09T07:21:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304,1,1,-80.0009078076061,40.4508935571012
306380052,23035182,14,2023-03-09T07:26:00,"600 Block 2nd Ave Pittsburgh, PA 15219",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.9963118740017,40.4362643139355
306411494,23035233,5,2023-03-09T01:03:00,"4500 Block Rosina Way Pittsburgh, PA 15224",N,Bloomfield,5,BURGLARY,3502 Burglary.,903,,,,
306487873,23035530,99,2023-03-09T20:25:00,"3500 Block Elmhurst Ave Pittsburgh, PA 15212",N,Brighton Heights,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2701,1,1,-80.0444333283105,40.4805694647598
306448212,23034389,99,2023-03-06T09:51:00,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
307792700,23043303,6,2023-03-24T16:36:00,"1100 Block Steuben St Pittsburgh, PA 15220",N,Crafton Heights,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2814,2,5,-80.0453422230541,40.4419428571172
307794858,23043325,99,2023-03-24T11:24:00,"2700 Block Glen Mawr St Pittsburgh, PA 15204",Y,Sheraden,6,MENTAL 201/302,9498 302 (Mental),2018,2,5,-80.0492559577887,40.4532999321777
307799222,23043397,10,2023-03-24T19:36:00,"600 Block Commonwealth Pl Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific) / 5503 Disorderly Conduct. / 3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,201,6,6,-80.0064088164826,40.4417408925392
307813071,23043629,99,2023-03-25T06:45:00,"1600 Block Brighton Rd Pittsburgh, PA 15212",N,California-Kirkbride,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2507,6,1,-80.015761536998,40.4579692938646
307821878,23043689,27,2023-03-25T10:45:00,"1100 Block Buente St Pittsburgh, PA 15212",N,Spring Hill-City View,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.9955738442373,40.4665798718071
307825690,23043686,5,2023-03-25T10:50:00,"7000 Block Kelly St Pittsburgh, PA 15208",Y,Homewood South,5,BURGLARY,3502 Burglary. / 13(a)(32) Paraphernalia - Use or Possession,1303,9,2,-79.901814630202,40.4566120541176
307394127,23041431,0,2023-03-15T17:20:00,"5400 Block Jackson St Pittsburgh, PA 15206",Y,Morningside,5,99,1785 Proof of Financial Responsibility Following Accident.,1014,7,2,-79.9295474723337,40.4737480280205
307413425,23039957,6,2023-03-17T01:41:00,"1100 Block Muldowney Ave Pittsburgh, PA 15207",Y,Lincoln Place,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,3102,5,3,-79.9173489798902,40.3685662006421
305792327,23031574,99,2023-03-02T12:05:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,DRUG INVESTIGATION,9124 Drug Investigation,1403,8,3,-79.9233366468583,40.4414229987531
306136261,23033732,10,2023-03-06T14:15:00,"East Ohio St & Middle St Pittsburgh, PA 15212",Y,East Allegheny,1,RESIST ARREST/OTHER LAW ENFORC,"5104 Resisting Arrest or Other Law Enforcement. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5507 Obstructing Highways and Passages. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 308 Intoxication or Drugged Condition",2304,1,1,-79.9991624096496,40.4537601681629
306139141,23033820,0,2023-03-06T15:00:00,"200 Block Kearsarge St Pittsburgh, PA 15211",N,Mount Washington,3,99,9994 PFA Service,1903,2,5,-80.0102709889057,40.432237786643
306139770,23033894,6,2023-03-05T01:30:00,"1200 Block Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,THEFT FROM AUTO,3934 Theft from Vehicle,2708,,,-79.8836651865202,40.4453528891864
306141682,23033899,10,2023-03-06T18:00:00,"2100 Block Brent St Pittsburgh, PA 15210",N,Arlington,3,HARRASSMENT,2709 Harassment (Non-Specific),1603,3,3,-79.9777623137209,40.4155960686956
306141742,23033847,10,2023-03-05T10:00:00,"10 Block Pride St Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",103,,,,
306144870,23033888,0,2023-03-06T15:30:00,"100 Block Cologne St Pittsburgh, PA 15210",N,Arlington,3,99,9993 PFA Service with Weapons Supplement,1603,3,3,-79.969465022651,40.4174839862235
307760155,23043105,6,2023-03-24T08:30:00,"1600 Block 5th Ave Pittsburgh, PA 15219",N,Bluff,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,103,6,3,-79.9838080970159,40.4383581600989
307761584,23043121,11,2023-03-24T00:01:00,"1200 Block Dagmar Ave Pittsburgh, PA 15216",N,Beechview,6,IDENTITY THEFT,4120 Identity Theft,1916,4,5,-80.0234457199518,40.4167720315397
307780267,23043222,14,2023-03-24T13:00:00,"300 Block La Belle St Pittsburgh, PA 15211",N,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1903,2,5,-80.0164860218775,40.4331458987988
307780805,23043218,99,2023-03-13T16:00:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-80.0016237646793,40.4417809547139
-3523003552,23043236,10,2023-03-24T14:15:00,"2000 Block Smallman St Pittsburgh, PA 15222",Y,Strip District,2,HARRASSMENT,2709(a) Harassment.,203,7,6,-79.9844658958601,40.4516605660999
307797724,23043377,18,2023-03-24T19:01:00,"Penn Ave & N Homewood Ave Pittsburgh, PA 15208",Y,Point Breeze North,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1301 Registration and Certificate of Title Required. / 4524 Windshield Obstructions and Wipers.,1405,9,3,-79.9013196372889,40.449189270199
307798017,23043290,24,2023-03-24T16:35:00,"600 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,DISORDERLY CONDUCT,5503 Disorderly Conduct.,201,6,6,-79.9974088316752,40.4415332222525
-3574001575,23043464,0,2023-03-24T22:26:00,"600 Block Grant St Pittsburgh, PA 15219",Y,Central Business District,2,99,9999 9999 - (Misc. Incident): Non-Reportable Crash ,201,6,6,-79.9948560626431,40.4413629674267
307802963,23043498,27,2023-03-24T23:59:00,"5th Ave & 6th Ave Pittsburgh, PA 15219",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9948298954743,40.4389589689029
307804938,23043551,21,2023-03-25T02:30:00,"50 Block Queenston St Pittsburgh, PA 15210",Y,Overbrook,3,DUI - GENERAL IMPAIRMENT,3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16% / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment,3204,4,5,-79.9955872102522,40.3889699028236
308020334,23045388,27,2023-03-28T11:23:00,"4100 Block Main St Pittsburgh, PA 15224",N,Bloomfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 1786 Required Financial Responsibility.,903,7,2,-79.9547643009712,40.465344147198
308080229,23045827,99,2023-03-29T05:22:00,"2000 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2406,,,,
306731722,23037171,11,2023-03-11T12:00:00,"2000 Block Crosby Ave Pittsburgh, PA 15216",N,Beechview,6,CREDIT CARDS,4120 Identity Theft / 4106 Access Device Fraud,1920,4,5,-80.0277854284997,40.4058571633178
307297377,23040851,0,2023-03-20T08:37:00,"N Bellefield Ave & Centre Ave Pittsburgh, PA 15213",N,North Oakland,4,99,9999 9999 - (Misc. Incident): Dispatch Injured Deer,403,8,3,-79.9540501084326,40.4512861544216
307313441,23040902,0,2023-03-20T06:00:00,"2400 Block Sarah St Pittsburgh, PA 15203",N,South Side Flats,3,99,9999 9999 - (Misc. Incident): ,1609,,,,
307329537,23040985,11,2023-03-20T00:01:00,"1500 Block Reamer St Pittsburgh, PA 15226",N,Brookline,6,IDENTITY THEFT,4120 Identity Theft,3206,4,5,-80.0046600457232,40.3918591887886
307511815,23041911,6,2023-03-22T07:20:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-79.9974088316752,40.4415332222525
307514324,23041924,10,2023-03-22T08:10:00,"600 Block Smithfield St Pittsburgh, AL 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9974088316752,40.4415332222525
307516536,23041927,6,2023-03-22T06:50:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.9974088316752,40.4415332222525
307632636,23042602,27,2023-03-23T11:30:00,"Fiifth Ave & Thomas Blvd Pittsburgh, PA 15206",N,Larimer,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1208,,,,
308024491,23045450,0,2023-03-28T10:39:00,"100 Block E Meyers St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): Attempted break in,2902,4,3,-79.9874074382382,40.3999694982231
305776747,23031457,6,2023-03-02T07:30:00,"500 Block Morgan St Pittsburgh, PA 15219",N,Middle Hill,2,THEFT FROM AUTO,3934 Theft from Vehicle,501,,,,
306310801,23034769,6,2023-03-08T12:15:00,"1900 Block Wharton St Pittsburgh, PA 15210",N,Central Business District,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,,
307218748,23039974,0,2023-03-18T14:20:00,"1500 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,99,9994 PFA Service,1918,4,5,-80.0116615529623,40.3874413821573
307833285,23043778,14,2023-03-25T08:00:00,"4100 Block Windsor St Pittsburgh, PA 15217",Y,Greenfield,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1517,5,3,-79.9292862468366,40.4251012503589
307833369,23043796,0,2023-03-25T15:05:00,"4400 Block Old Browns Hill Rd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,99,13(a)(30)* Delivery of Controlled Substance,1414,,,,
308108482,23046013,10,2023-03-29T08:00:00,"5th Ave & Jumonville St Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,2709 Harassment (Non-Specific) / 2701 Simple Assault. / 2904 Interference with Custody of Children. / 5517 Unauthorized School Bus Entry,103,6,3,-79.9776198207382,40.4382403608478
305792318,23031063,18,2023-03-01T15:24:00,"300 Block Flowers Ave Pittsburgh, PA 15207",Y,Hazelwood,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance,1515,5,3,-79.9405634200279,40.4108662860762
306204427,23034195,6,2023-03-07T10:39:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
306542050,23035716,6,2023-03-10T06:12:00,"E Elizabeth St & Gertrude St Pittsburgh, PA 15207",Y,Hazelwood,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property. / 3733 Fleeing or Attempting to Elude Police Officer,1515,5,3,-79.941618411203,40.4073803182061
306547075,23035915,6,2023-03-10T03:45:00,"1700 Block Beechwood Blvd Pittsburgh, PA 15217",Y,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1408,5,3,-79.9164727227191,40.4377585942592
306555084,23035952,99,2023-03-10T17:00:00,"West End Brg Pittsburgh, PA 15220",Y,West End,6,MENTAL 201/302,9498 302 (Mental),2019,2,5,-80.0376526001098,40.4372461287033
-3643034354,23036045,27,2023-03-10T20:40:00,"Brookline Blvd & Jacob St Pittsburgh, PA 15210",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3206,4,5,-79.9994003372112,40.3910255512067
306566034,23036054,10,2023-03-10T20:34:00,"3900 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HARRASSMENT,2709 Harassment (Non-Specific),2701,,,,
307830297,23043767,0,2023-03-25T13:50:00,"700 Block Frank Curto Dr Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): ,1413,5,3,-79.9480340025381,40.4387889200366
307832333,23043856,99,2023-03-24T09:00:00,"400 Block Natchez St Pittsburgh, PA 15211",N,Mount Washington,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1914,2,5,-80.0120889948641,40.4287073695018
307833745,23043985,0,2023-03-25T19:11:00,"2100 Block Beulah Rd Pittsburgh, PA 15235",Y,Outside State,OSC,99,9994 PFA Service,7799,,,,
307835848,23043984,99,2023-03-25T16:41:00,"900 Block Delmont Ave Pittsburgh, PA 15210",N,Beltzhoover,3,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1809,3,5,-80.0038501213845,40.4141174354097
307872435,23044445,1,2023-03-26T14:37:00,"Pearl St & Corday Way Pittsburgh, PA 15224",Y,Bloomfield,5,CRIMINAL HOMICIDE,2501 Criminal Homicide. / 2707.1 Discharge of a Firearm into Occupied Structure / 2705 Recklessly Endangering Another Person. / 6106 Firearms not to be Carried without a License.,809,7,2,-79.9496167493187,40.4625379466522
307883143,23044614,6,2023-03-26T20:49:00,"1700 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,1413,5,3,-79.9231547045145,40.4379249093786
307925935,23044843,6,2023-03-27T11:15:00,"5400 Block Sunnyside St Pittsburgh, PA 15207",Y,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,,
308009450,23040545,27,2023-03-19T15:15:00,"6th Ave & Coffey Way Pittsburgh, PA 15222",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1543 Driving While Operating Privilege is Suspended or Revoked. / 1785 Proof of Financial Responsibility Following Accident.,201,6,6,-79.9989223145337,40.4418971269944
305796077,23031581,99,2023-03-01T18:30:00,"Webster Ave & Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,LOST PROPERTY,9504 Lost Property,501,6,3,-79.9779036350254,40.447348420869
305805003,23031618,0,2023-03-02T13:22:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
306313170,23034117,99,2023-03-06T20:00:00,"Ayers St & Lawn St Pittsburgh, PA 15213",N,South Oakland,4,FOUND PROPERTY,9489 Found Property,409,3,3,-79.9601385403058,40.4331454092056
306336950,23034839,10,2023-03-08T16:35:00,"2400 Block Bedford Pittsburgh, PA 15219",Y,Bedford Dwellings,2,RECKLESSLY ENDANGER ANOTH PER,"2705 Recklessly Endangering Another Person. / 3503 Criminal Trespass / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)",509,6,3,-79.9742739984904,40.4496143418734
307807053,23043564,10,2023-03-25T02:45:00,"S Highland Ave & Centre Ave Pittsburgh, PA 15232",Y,Shadyside,4,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",705,8,2,-79.9250465671924,40.4599618688363
307809183,23043484,6,2023-03-17T06:25:00,"300 Block Woodruff St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2709(a) Harassment. / 5506 Loitering and Prowling at Night / 9012 Non-Violent Domestic,1914,2,5,-80.0107576481637,40.4309040543252
307810699,23043186,6,2023-03-24T12:48:00,"1600 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,7,6,-79.9874857752748,40.4488478454773
307811643,23042535,27,2023-03-21T11:30:00,"Wylie Ave & Kirkpatrick St Pittsburgh, PA 15219",N,Middle Hill,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,501,6,3,-79.9768012419,40.4459370096947
307812634,23042706,27,2023-03-23T14:00:00,"Spring Way & 24th St Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.980322541884,40.4531099637141
-3571036804,23043679,6,2023-03-24T17:00:00,"800 Block Freeland St Pittsburgh, PA 15210",N,Allentown,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1803,3,5,-79.993641801156,40.4191509059909
307821853,23043709,27,2023-03-25T11:41:00,"300 Block Cape May Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.0208110924571,40.4099439946577
307822332,23043706,6,2023-03-25T11:30:00,"5400 Block Claybourne St Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,709,,,,
307825170,23043712,6,2023-03-25T11:47:00,"400 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,9,2,-79.9221749446935,40.4651657848127
307828503,23043765,99,2023-03-25T13:50:00,"1100 Block Fredonia St Pittsburgh, PA 15220",N,Crafton Heights,6,FOUND PROPERTY,9489 Found Property,2814,2,5,-80.0421538067369,40.4446699864518
307832052,23043824,6,2023-03-25T15:38:00,"1100 Block Lincoln Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1203,9,2,-79.9000465962757,40.4642436265259
306028078,23033070,18,2023-03-05T02:59:00,"S 22nd St & Sarah St Pittsburgh, PA 15203",Y,Central Business District,2,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 1786 Required Financial Responsibility.,201,3,3,-79.974733127308,40.4275019499978
306032106,23033098,10,2023-03-05T04:06:00,"100 Block E Sycamore St Pittsburgh, PA 15211",N,Mount Washington,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",1914,2,5,-80.0217082314607,40.4341540634539
307222075,23450050,0,2023-03-18T16:40:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9994 PFA Service,1403,8,3,-79.9233366468583,40.4414229987531
307222130,23450051,0,2023-03-18T16:40:00,"5800 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9994 PFA Service,1403,8,3,-79.9233366468583,40.4414229987531
307227333,23040200,26,2023-03-18T21:35:00,"3600 Block California Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,2701,1,1,-80.0408607014066,40.4804207439451
